Country,Year,Primary,Secondary,Tertiary,Region
,1860,"70,8",0,"0,04","Advanced Economies"
,1865,"72,23",0,"0,05","Advanced Economies"
,1870,"73,67",0,"0,06","Advanced Economies"
,1875,"75,1",0,"0,07","Advanced Economies"
,1880,"76,54",0,"0,09","Advanced Economies"
,1885,"77,97",0,"0,11","Advanced Economies"
,1890,"82,02",0,"0,13","Advanced Economies"
,1895,"80,34",0,"0,16","Advanced Economies"
,1900,"90,82",0,"0,19","Advanced Economies"
,1905,86,0,"0,23","Advanced Economies"
,1910,"86,98",0,"0,28","Advanced Economies"
,1915,"87,22",0,"0,34","Advanced Economies"
,1920,"87,46","2,02","0,41","Advanced Economies"
,1925,"87,71",0,"0,5","Advanced Economies"
,1930,"87,95","13,65","1,39","Advanced Economies"
,1935,"88,19","16,08","1,03","Advanced Economies"
,1940,"88,44","17,83","0,91","Advanced Economies"
,1945,"88,68","19,36","1,17","Advanced Economies"
,1950,"88,93","28,11","1,79","Advanced Economies"
,1955,"86,7","37,38","2,58","Advanced Economies"
,1960,"95,84","55,58","6,9","Advanced Economies"
,1965,"94,92","51,81","8,69","Advanced Economies"
,1970,94,65,"11,1","Advanced Economies"
,1975,92,79,17,"Advanced Economies"
,1980,94,82,"24,3","Advanced Economies"
,1985,100,87,"26,6","Advanced Economies"
,1990,97,79,"36,1","Advanced Economies"
,1995,99,91,"47,1","Advanced Economies"
,2000,99,100,53,"Advanced Economies"
,2005,97,100,61,"Advanced Economies"
,2010,"97,33",100,68,"Advanced Economies"
,,,,,
,,,,,
,,,,,
,,,,,
"New Zealand",1820,"48,28",0,0,"Advanced Economies"
,1825,"50,97",0,0,"Advanced Economies"
,1830,"53,65",0,0,"Advanced Economies"
,1835,"56,31",0,0,"Advanced Economies"
,1840,"58,94",0,0,"Advanced Economies"
,1845,"61,52",0,0,"Advanced Economies"
,1850,"64,05",0,0,"Advanced Economies"
,1855,"66,5","0,01",0,"Advanced Economies"
,1860,"68,87","0,02",0,"Advanced Economies"
,1865,"71,15","0,03",0,"Advanced Economies"
,1870,"73,34","0,06",0,"Advanced Economies"
,1875,"75,42","0,1","0,01","Advanced Economies"
,1880,"77,4","0,16","0,02","Advanced Economies"
,1885,"79,27","0,26","0,03","Advanced Economies"
,1890,"81,03","0,42","0,06","Advanced Economies"
,1895,"82,67","0,65","0,1","Advanced Economies"
,1900,"82,33",1,"0,16","Advanced Economies"
,1905,"86,63","1,53","0,25","Advanced Economies"
,1910,"93,62","2,31","0,39","Advanced Economies"
,1915,"90,63","3,46","0,6","Advanced Economies"
,1920,100,"5,12","0,91","Advanced Economies"
,1925,"90,52","7,5","1,37","Advanced Economies"
,1930,"77,27","10,81","2,04","Advanced Economies"
,1935,"76,11","13,07","1,26","Advanced Economies"
,1940,"72,68","13,56","1,66","Advanced Economies"
,1945,"74,88","15,11","2,04","Advanced Economies"
,1950,"95,02","17,32","2,81","Advanced Economies"
,1955,"92,35","23,61","2,88","Advanced Economies"
,1960,77,73,"9,21","Advanced Economies"
,1965,78,74,"10,8","Advanced Economies"
,1970,100,76,"14,8","Advanced Economies"
,1975,100,80,"21,5","Advanced Economies"
,1980,100,"79,57","21,1","Advanced Economies"
,1985,100,85,"30,8","Advanced Economies"
,1990,100,82,"41,7","Advanced Economies"
,1995,100,94,"65,8","Advanced Economies"
,2000,97,93,79,"Advanced Economies"
,2005,"96,03",94,96,"Advanced Economies"
,2010,"97,97",95,99,"Advanced Economies"
,,,,,
,,,,,
,,,,,
,,,,,
Norway,1820,"51,06","0,01",0,"Advanced Economies"
,1825,"53,28","0,02",0,"Advanced Economies"
,1830,"55,49","0,02",0,"Advanced Economies"
,1835,"57,68","0,03",0,"Advanced Economies"
,1840,"59,84","0,04","0,01","Advanced Economies"
,1845,"61,96","0,05","0,01","Advanced Economies"
,1850,"64,05","0,06","0,01","Advanced Economies"
,1855,"66,08","0,08","0,01","Advanced Economies"
,1860,"68,07","0,11","0,01","Advanced Economies"
,1865,"69,99","0,14","0,02","Advanced Economies"
,1870,"71,84","0,17","0,02","Advanced Economies"
,1875,"73,63","0,22","0,03","Advanced Economies"
,1880,"75,35","0,29","0,03","Advanced Economies"
,1885,77,"0,37","0,04","Advanced Economies"
,1890,"78,77","0,47","0,05","Advanced Economies"
,1895,"80,54","0,61","0,06","Advanced Economies"
,1900,"82,31","0,78","0,08","Advanced Economies"
,1905,"84,08",1,"0,1","Advanced Economies"
,1910,"85,85","1,29","0,13","Advanced Economies"
,1915,"87,62","1,65","0,16","Advanced Economies"
,1920,"89,38","2,11","0,2","Advanced Economies"
,1925,"91,15","2,7","0,26","Advanced Economies"
,1930,"92,92","3,45","0,32","Advanced Economies"
,1935,"94,69","4,15","0,36","Advanced Economies"
,1940,"96,46","5,48","0,38","Advanced Economies"
,1945,"98,23","7,28","0,66","Advanced Economies"
,1950,100,"14,37","0,56","Advanced Economies"
,1955,100,"16,4","0,52","Advanced Economies"
,1960,"99,01","53,86","4,81","Advanced Economies"
,1965,"95,05","59,25","7,54","Advanced Economies"
,1970,"93,07","74,51",10,"Advanced Economies"
,1975,100,79,"17,1","Advanced Economies"
,1980,99,86,25,"Advanced Economies"
,1985,97,89,"31,6","Advanced Economies"
,1990,99,87,46,"Advanced Economies"
,1995,99,"95,45",66,"Advanced Economies"
,2000,100,95,82,"Advanced Economies"
,2005,99,97,95,"Advanced Economies"
,2010,99,96,90,"Advanced Economies"
,,,,,
,,,,,
,,,,,
,,,,,
Portugal,1820,"0,43","0,01",0,"Advanced Economies"
,1825,"0,54","0,01",0,"Advanced Economies"
,1830,"0,69","0,01",0,"Advanced Economies"
,1835,"0,88","0,01",0,"Advanced Economies"
,1840,"1,12","0,02",0,"Advanced Economies"
,1845,"1,43","0,02",0,"Advanced Economies"
,1850,"1,81","0,03",0,"Advanced Economies"
,1855,"2,3","0,03",0,"Advanced Economies"
,1860,"2,92","0,04","0,01","Advanced Economies"
,1865,"3,69","0,05","0,01","Advanced Economies"
,1870,"7,11","0,06","0,01","Advanced Economies"
,1875,"10,53","0,08","0,01","Advanced Economies"
,1880,"13,94","0,09","0,01","Advanced Economies"
,1885,"17,36","0,12","0,02","Advanced Economies"
,1890,"20,78","0,15","0,02","Advanced Economies"
,1895,"24,94","0,18","0,02","Advanced Economies"
,1900,"29,1","0,23","0,03","Advanced Economies"
,1905,"33,27","0,28","0,04","Advanced Economies"
,1910,"37,43","0,35","0,05","Advanced Economies"
,1915,"41,6","0,43","0,06","Advanced Economies"
,1920,"45,76","0,54","0,07","Advanced Economies"
,1925,"49,92","0,67","0,08","Advanced Economies"
,1930,"54,09","1,59","0,1","Advanced Economies"
,1935,"58,25","2,84","0,13","Advanced Economies"
,1940,"62,41","3,02","0,27","Advanced Economies"
,1945,"66,58","3,92","0,38","Advanced Economies"
,1950,"70,74","4,19","0,91","Advanced Economies"
,1955,"86,19","6,41","1,44","Advanced Economies"
,1960,100,"12,52","1,97","Advanced Economies"
,1965,77,18,"3,54","Advanced Economies"
,1970,82,28,"6,8","Advanced Economies"
,1975,88,29,"9,3","Advanced Economies"
,1980,97,"24,2","10,8","Advanced Economies"
,1985,100,41,"13,3","Advanced Economies"
,1990,98,"50,57","26,1","Advanced Economies"
,1995,100,"86,58","42,3","Advanced Economies"
,2000,100,100,55,"Advanced Economies"
,2005,100,"95,06",63,"Advanced Economies"
,2010,100,100,72,"Advanced Economies"
,,,,,
,,,,,
,,,,,
,,,,,
Spain,1820,"3,58","0,01",0,"Advanced Economies"
,1825,"4,48","0,01",0,"Advanced Economies"
,1830,"5,59","0,01",0,"Advanced Economies"
,1835,"6,95","0,01",0,"Advanced Economies"
,1840,"8,62","0,02",0,"Advanced Economies"
,1845,"10,64","0,02",0,"Advanced Economies"
,1850,"13,06","0,03",0,"Advanced Economies"
,1855,"15,94","0,04",0,"Advanced Economies"
,1860,"19,32","0,05","0,01","Advanced Economies"
,1865,"23,22","0,06","0,01","Advanced Economies"
,1870,"27,64","0,08","0,01","Advanced Economies"
,1875,"32,54","0,1","0,01","Advanced Economies"
,1880,"37,87","0,14","0,01","Advanced Economies"
,1885,"43,52","0,17","0,02","Advanced Economies"
,1890,"43,61","0,23","0,02","Advanced Economies"
,1895,"43,71","0,29","0,02","Advanced Economies"
,1900,"43,8","0,37","0,03","Advanced Economies"
,1905,"43,89","0,48","0,04","Advanced Economies"
,1910,"43,99","0,62","0,05","Advanced Economies"
,1915,"44,08","0,8","0,06","Advanced Economies"
,1920,"44,17","1,03","0,07","Advanced Economies"
,1925,"44,27","1,33","0,09","Advanced Economies"
,1930,"48,33","1,7","0,12","Advanced Economies"
,1935,"52,4","1,71","0,14","Advanced Economies"
,1940,"56,47","2,59","0,18","Advanced Economies"
,1945,"60,54","3,67","0,2","Advanced Economies"
,1950,"64,6","4,97","0,27","Advanced Economies"
,1955,"80,34","5,29","0,38","Advanced Economies"
,1960,"84,46","11,59","1,87","Advanced Economies"
,1965,83,21,"2,49","Advanced Economies"
,1970,95,35,"4,8","Advanced Economies"
,1975,100,61,"14,6","Advanced Economies"
,1980,100,75,"21,1","Advanced Economies"
,1985,98,"85,11","28,6","Advanced Economies"
,1990,100,"95,22","38,5","Advanced Economies"
,1995,100,97,"52,7","Advanced Economies"
,2000,100,91,64,"Advanced Economies"
,2005,100,96,73,"Advanced Economies"
,2010,100,100,86,"Advanced Economies"
,,,,,
,,,,,
,,,,,
,,,,,
Sweden,1820,"40,72","0,11",0,"Advanced Economies"
,1825,"43,32","0,14","0,01","Advanced Economies"
,1830,"45,97","0,19","0,01","Advanced Economies"
,1835,"48,64","0,24","0,01","Advanced Economies"
,1840,"51,32","0,3","0,01","Advanced Economies"
,1845,54,"0,39","0,01","Advanced Economies"
,1850,"56,66","0,5","0,02","Advanced Economies"
,1855,"58,83","0,64","0,02","Advanced Economies"
,1860,"60,99","0,82","0,03","Advanced Economies"
,1865,"63,16","1,05","0,04","Advanced Economies"
,1870,"65,33","1,34","0,05","Advanced Economies"
,1875,"67,49","1,71","0,06","Advanced Economies"
,1880,"69,66","2,18","0,08","Advanced Economies"
,1885,"71,83",3,"0,1","Advanced Economies"
,1890,74,"3,26","0,12","Advanced Economies"
,1895,"76,16","3,53","0,15","Advanced Economies"
,1900,"78,33","3,79","0,19","Advanced Economies"
,1905,"80,5","4,05","0,24","Advanced Economies"
,1910,"82,66","4,32","0,31","Advanced Economies"
,1915,"84,83","4,58","0,39","Advanced Economies"
,1920,87,"4,85","0,49","Advanced Economies"
,1925,"89,16","5,11","0,61","Advanced Economies"
,1930,"91,33","5,37","0,77","Advanced Economies"
,1935,"93,5","6,26","1,01","Advanced Economies"
,1940,"95,67","7,17","1,41","Advanced Economies"
,1945,"97,83","8,89","1,76","Advanced Economies"
,1950,100,"22,42","0,67","Advanced Economies"
,1955,100,"25,09","1,23","Advanced Economies"
,1960,95,54,"6,62","Advanced Economies"
,1965,"97,97","80,38",11,"Advanced Economies"
,1970,"93,11","78,53","18,5","Advanced Economies"
,1975,100,"75,76","23,7","Advanced Economies"
,1980,"95,73","83,15","34,7","Advanced Economies"
,1985,"98,35","84,08","32,1","Advanced Economies"
,1990,99,85,"35,3","Advanced Economies"
,1995,100,97,"47,7","Advanced Economies"
,2000,100,97,80,"Advanced Economies"
,2005,96,100,100,"Advanced Economies"
,2010,100,93,91,"Advanced Economies"
,,,,,
,,,,,
,,,,,
,,,,,
Switzerland,1820,"59,92","0,03","0,01","Advanced Economies"
,1825,"63,16","0,04","0,01","Advanced Economies"
,1830,"66,29","0,05","0,01","Advanced Economies"
,1835,"68,87","0,06","0,02","Advanced Economies"
,1840,"71,46","0,08","0,02","Advanced Economies"
,1845,"74,04","0,1","0,02","Advanced Economies"
,1850,"76,63","0,13","0,03","Advanced Economies"
,1855,"79,22","0,16","0,04","Advanced Economies"
,1860,"81,8","0,2","0,04","Advanced Economies"
,1865,"84,39","0,25","0,05","Advanced Economies"
,1870,"86,98","0,32","0,07","Advanced Economies"
,1875,"89,56","0,4","0,08","Advanced Economies"
,1880,"92,15","0,51","0,1","Advanced Economies"
,1885,"96,07","0,64","0,12","Advanced Economies"
,1890,100,"0,81","0,15","Advanced Economies"
,1895,100,"1,02","0,18","Advanced Economies"
,1900,100,"1,28","0,22","Advanced Economies"
,1905,100,"1,61","0,26","Advanced Economies"
,1910,"85,58","2,03","0,32","Advanced Economies"
,1915,"85,35","2,55","0,39","Advanced Economies"
,1920,"85,11","3,19","0,48","Advanced Economies"
,1925,"84,88","3,99","0,58","Advanced Economies"
,1930,"84,64","4,99","0,71","Advanced Economies"
,1935,"84,41","6,21","1,08","Advanced Economies"
,1940,"84,17","7,71","1,2","Advanced Economies"
,1945,"83,94","9,54","1,48","Advanced Economies"
,1950,"83,7","11,75","0,59","Advanced Economies"
,1955,"87,22","15,6","0,63","Advanced Economies"
,1960,100,"27,08","2,31","Advanced Economies"
,1965,"80,97","39,31","3,4","Advanced Economies"
,1970,"79,11","49,79","4,89","Advanced Economies"
,1975,"85,62","52,41","7,9","Advanced Economies"
,1980,"94,93","55,17",11,"Advanced Economies"
,1985,"93,07","58,08","13,7","Advanced Economies"
,1990,94,76,"18,4","Advanced Economies"
,1995,100,"85,36","24,2","Advanced Economies"
,2000,100,"90,27",32,"Advanced Economies"
,2005,100,"92,94",42,"Advanced Economies"
,2010,100,"93,84",52,"Advanced Economies"
,,,,,
,,,,,
,,,,,
,,,,,
Turkey,1820,"0,01",0,0,"Advanced Economies"
,1825,"0,02",0,0,"Advanced Economies"
,1830,"0,03",0,0,"Advanced Economies"
,1835,"0,04",0,0,"Advanced Economies"
,1840,"0,05",0,0,"Advanced Economies"
,1845,"0,07",0,0,"Advanced Economies"
,1850,"0,1",0,0,"Advanced Economies"
,1855,"0,14",0,0,"Advanced Economies"
,1860,"0,19",0,"0,01","Advanced Economies"
,1865,"0,27",0,"0,01","Advanced Economies"
,1870,"0,37",0,"0,01","Advanced Economies"
,1875,"0,52",0,"0,01","Advanced Economies"
,1880,"0,72",0,"0,01","Advanced Economies"
,1885,"0,99","0,01","0,01","Advanced Economies"
,1890,"1,38","0,01","0,02","Advanced Economies"
,1895,"1,91","0,02","0,02","Advanced Economies"
,1900,"2,63","0,02","0,03","Advanced Economies"
,1905,"3,63","0,04","0,03","Advanced Economies"
,1910,"4,97","0,05","0,04","Advanced Economies"
,1915,"6,79","0,08","0,05","Advanced Economies"
,1920,"9,2","0,12","0,06","Advanced Economies"
,1925,"15,11","0,69","0,07","Advanced Economies"
,1930,"21,02","0,99","0,08","Advanced Economies"
,1935,"26,93","1,63","0,12","Advanced Economies"
,1940,"32,84","2,47","0,24","Advanced Economies"
,1945,"38,75","1,95","0,29","Advanced Economies"
,1950,"44,66","1,67","0,31","Advanced Economies"
,1955,"46,65","2,59","0,38","Advanced Economies"
,1960,"37,8","6,72","1,16","Advanced Economies"
,1965,"74,7","7,56",2,"Advanced Economies"
,1970,"85,5","12,6","2,4","Advanced Economies"
,1975,"83,7","15,96","3,1","Advanced Economies"
,1980,"84,63","18,72","3,2","Advanced Economies"
,1985,100,"22,2",6,"Advanced Economies"
,1990,100,"28,12",9,"Advanced Economies"
,1995,"94,86","33,3","14,3","Advanced Economies"
,2000,"93,93","59,6",19,"Advanced Economies"
,2005,"98,25","81,1",28,"Advanced Economies"
,2010,100,"82,22",50,"Advanced Economies"
,,,,,
,,,,,
,,,,,
,,,,,
USA,1820,"41,59","3,23",0,"Advanced Economies"
,1825,"42,94","3,94",0,"Advanced Economies"
,1830,"48,97","4,79",0,"Advanced Economies"
,1835,55,"5,81",0,"Advanced Economies"
,1840,"61,96","7,04",0,"Advanced Economies"
,1845,"68,92","8,5","0,01","Advanced Economies"
,1850,"75,89","10,24","0,01","Advanced Economies"
,1855,"88,03","11,28","0,02","Advanced Economies"
,1860,"93,34","12,31","0,03","Advanced Economies"
,1865,"96,67","12,62","0,06","Advanced Economies"
,1870,100,"12,92","0,09","Advanced Economies"
,1875,100,"13,82","0,1","Advanced Economies"
,1880,100,"14,72","0,12","Advanced Economies"
,1885,100,"15,61","0,14","Advanced Economies"
,1890,100,"16,51","0,15","Advanced Economies"
,1895,100,"17,41","0,28","Advanced Economies"
,1900,100,"18,3","0,34","Advanced Economies"
,1905,100,"19,2","0,44","Advanced Economies"
,1910,100,"20,1","0,83","Advanced Economies"
,1915,100,"23,59","1,38","Advanced Economies"
,1920,100,"28,8","2,58","Advanced Economies"
,1925,100,"34,02","3,78","Advanced Economies"
,1930,"99,12","37,73","4,97","Advanced Economies"
,1935,"98,24","41,45","4,83","Advanced Economies"
,1940,"97,36","45,16","5,58","Advanced Economies"
,1945,"96,13","44,72","7,17","Advanced Economies"
,1950,100,"29,63","6,75","Advanced Economies"
,1955,100,"30,9","8,67","Advanced Economies"
,1960,"95,92","78,44","23,8","Advanced Economies"
,1965,"95,92","82,09","31,4","Advanced Economies"
,1970,"95,92","82,09","41,1","Advanced Economies"
,1975,94,"82,09","52,7","Advanced Economies"
,1980,94,83,"58,1","Advanced Economies"
,1985,96,90,"64,3","Advanced Economies"
,1990,98,79,"83,7","Advanced Economies"
,1995,"96,12","86,02","91,8","Advanced Economies"
,2000,100,88,78,"Advanced Economies"
,2005,99,91,96,"Advanced Economies"
,2010,99,88,100,"Advanced Economies"
,,,,,
,,,,,
,,,,,
,,,,,
"United Kingdom",1820,"13,62",0,0,"Advanced Economies"
,1825,"15,12",0,0,"Advanced Economies"
,1830,"16,75",0,0,"Advanced Economies"
,1835,"18,52",0,0,"Advanced Economies"
,1840,"20,44",0,0,"Advanced Economies"
,1845,"22,5",0,0,"Advanced Economies"
,1850,"24,7",0,0,"Advanced Economies"
,1855,"28,28",0,0,"Advanced Economies"
,1860,"31,85",0,0,"Advanced Economies"
,1865,"35,43",0,0,"Advanced Economies"
,1870,39,0,0,"Advanced Economies"
,1875,"47,72",0,0,"Advanced Economies"
,1880,"56,43","0,03",0,"Advanced Economies"
,1885,"65,15","0,08",0,"Advanced Economies"
,1890,"73,86","0,16","0,01","Advanced Economies"
,1895,"82,57","0,32","0,01","Advanced Economies"
,1900,"91,29","0,58","0,02","Advanced Economies"
,1905,100,1,"0,03","Advanced Economies"
,1910,100,"1,69","0,04","Advanced Economies"
,1915,100,"2,77","0,07","Advanced Economies"
,1920,100,"4,45","0,1","Advanced Economies"
,1925,100,"12,78","0,16","Advanced Economies"
,1930,100,"21,11","0,23","Advanced Economies"
,1935,100,"25,13","0,35","Advanced Economies"
,1940,100,"23,47","0,51","Advanced Economies"
,1945,100,"21,81","0,74","Advanced Economies"
,1950,100,"31,33","1,08","Advanced Economies"
,1955,100,"36,41","1,18","Advanced Economies"
,1960,100,"61,48","4,13","Advanced Economies"
,1965,100,"60,55",7,"Advanced Economies"
,1970,98,68,"9,5","Advanced Economies"
,1975,98,78,"13,9","Advanced Economies"
,1980,97,81,"15,1","Advanced Economies"
,1985,97,83,"20,1","Advanced Economies"
,1990,98,81,"29,4","Advanced Economies"
,1995,100,93,"50,8","Advanced Economies"
,2000,100,95,63,"Advanced Economies"
,2005,100,97,68,"Advanced Economies"
,2010,100,100,70,"Advanced Economies"
,,,,,
,,,,,
,,,,,
,,,,,
Afghanistan,1820,0,0,0,"Asia and the Pacific"
,1825,0,0,0,"Asia and the Pacific"
,1830,0,0,0,"Asia and the Pacific"
,1835,0,0,0,"Asia and the Pacific"
,1840,0,0,0,"Asia and the Pacific"
,1845,0,0,0,"Asia and the Pacific"
,1850,0,0,0,"Asia and the Pacific"
,1855,0,0,0,"Asia and the Pacific"
,1860,0,0,0,"Asia and the Pacific"
,1865,0,0,0,"Asia and the Pacific"
,1870,0,0,0,"Asia and the Pacific"
,1875,0,0,0,"Asia and the Pacific"
,1880,0,0,0,"Asia and the Pacific"
,1885,0,0,0,"Asia and the Pacific"
,1890,0,0,0,"Asia and the Pacific"
,1895,0,0,0,"Asia and the Pacific"
,1900,0,0,0,"Asia and the Pacific"
,1905,0,0,0,"Asia and the Pacific"
,1910,0,0,0,"Asia and the Pacific"
,1915,0,0,0,"Asia and the Pacific"
,1920,0,0,0,"Asia and the Pacific"
,1925,0,0,0,"Asia and the Pacific"
,1930,0,0,0,"Asia and the Pacific"
,1935,0,0,0,"Asia and the Pacific"
,1940,0,0,0,"Asia and the Pacific"
,1945,0,"0,02",0,"Asia and the Pacific"
,1950,"0,29","0,03",0,"Asia and the Pacific"
,1955,"0,9","0,1","0,02","Asia and the Pacific"
,1960,"1,75","0,32","0,03","Asia and the Pacific"
,1965,"4,38","0,8","0,1","Asia and the Pacific"
,1970,7,"1,6","0,2","Asia and the Pacific"
,1975,7,"1,6","0,3","Asia and the Pacific"
,1980,11,"3,52","0,5","Asia and the Pacific"
,1985,10,"5,76","0,7","Asia and the Pacific"
,1990,"13,08","5,76","1,1","Asia and the Pacific"
,1995,"30,08","10,56",2,"Asia and the Pacific"
,2000,4,0,"1,5","Asia and the Pacific"
,2005,"61,06",19,1,"Asia and the Pacific"
,2010,"68,8",50,1,"Asia and the Pacific"
,,,,,
,,,,,
,,,,,
,,,,,
Bangladesh,1820,"0,01",0,0,"Asia and the Pacific"
,1825,"0,02",0,0,"Asia and the Pacific"
,1830,"0,02",0,0,"Asia and the Pacific"
,1835,"0,03",0,0,"Asia and the Pacific"
,1840,"0,04",0,0,"Asia and the Pacific"
,1845,"0,05",0,0,"Asia and the Pacific"
,1850,"0,07",0,0,"Asia and the Pacific"
,1855,"0,09",0,0,"Asia and the Pacific"
,1860,"0,12",0,0,"Asia and the Pacific"
,1865,"0,16",0,0,"Asia and the Pacific"
,1870,"0,21","0,01",0,"Asia and the Pacific"
,1875,"0,28","0,01",0,"Asia and the Pacific"
,1880,"0,37","0,01",0,"Asia and the Pacific"
,1885,"0,49","0,01",0,"Asia and the Pacific"
,1890,"0,65","0,02",0,"Asia and the Pacific"
,1895,"0,87","0,03",0,"Asia and the Pacific"
,1900,"1,15","0,03",0,"Asia and the Pacific"
,1905,"1,53","0,05",0,"Asia and the Pacific"
,1910,"2,02","0,06",0,"Asia and the Pacific"
